"Company","Year","Scope","Category","Value","Unit","Source File"
"Various Companies","Recent","Scope 1","Direct Emissions","2","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Scope 1","Energy","3","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2030","Scope 1","General","45","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2030","Total","General","59","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Scope 3","General","3","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Scope 1","General","1","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Scope 3","General","15","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","223","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","Energy","13","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","Energy","2","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","Energy","16","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","Energy","15","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2023","Scope 1","Energy","2","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Scope 3","Purchased Goods","1601","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Scope 1","Energy","1","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Scope 1","Waste","2","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Scope 1","Waste","5","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","Transportation","15","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2023","Total","General","999.7","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Scope 3","General","39","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2024","Total","General","1991","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","6","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2024","Total","General","15","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","36913547","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","50","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2023","Total","General","11636","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","100","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Scope 1","General","167","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Scope 1","Energy","167","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","51","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","53","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","3","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","82.39","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","234545","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2024","Total","General","21144143","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","43","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","45","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","622","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2023","Total","General","6733","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2023","Total","General","520","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","142","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","52","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2023","Total","General","1169","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2023","Total","General","4.3","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2022","Total","General","1","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","480681","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","3734","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","54","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2024","Total","General","143","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2023","Total","General","494","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","383","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2024","Total","General","31","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","720","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2024","Total","General","2235","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2024","Scope 1","Direct Emissions","2","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2030","Scope 1","General","2","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2030","Scope 1","Direct Emissions","2","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2024","Scope 1","General","2","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2030","Scope 1","Waste","2","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2030","Scope 1","General","371","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Scope 1","Energy","6","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2024","Scope 1","Energy","2","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2022","Scope 1","Energy","2","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2020","Scope 1","General","2","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Scope 2","Purchased Goods","364","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","2030","Scope 3","General","15","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Scope 3","Transportation","1601666","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Scope 3","Energy","6","tonnes CO2e","Annual-Report-2024.pdf"
"Various Companies","Recent","Total","General","1","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 3","General","15","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 1","General","3","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2024","Total","General","7373","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2023","Total","General","75","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2023","Total","General","19.5","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","14.5","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","7","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2024","Total","General","78","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","66","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2023","Total","General","5.5","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","15","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","2","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","3","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","505131","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","82","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","63","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 1","General","2","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","23","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2023","Total","General","37","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2023","Total","General","9","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2023","Total","General","5","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2022","Total","General","3","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2026","Total","General","3","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2027","Total","General","10","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2024","Total","General","4.5","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2024","Total","General","8.7","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2024","Total","General","6","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","6","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2024","Scope 2","General","2","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 1","Energy","3","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 1","General","15","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 1","General","100","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 1","General","41028","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 3","General","13","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2024","Total","General","31","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2024","Total","General","50895","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 1","General","1","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 2","Energy","71","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 3","Direct Emissions","3","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 3","General","3","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 1","Waste","3","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 1","Transportation","3","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 1","Direct Emissions","1","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","60166","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 1","Direct Emissions","2","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2023","Total","General","3","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","100","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","6.5","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 3","General","1","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2024","Total","General","1","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 3","Transportation","3","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2024","Scope 1","General","3","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2025","Scope 1","General","2","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","5","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","98","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","Energy","3","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","217","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","219833","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","43","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","299377","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","168","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","229711","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","300","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","34","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","32","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","370","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","752","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","590","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2023","Total","General","7760","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","25258","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","84","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","651","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","5332","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","395","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","1212","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","1677","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","1581","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","690","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","32190","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","48","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","31","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","18","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","35","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","50","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2023","Total","General","10","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","658","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","105","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","89","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","197","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","1271","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","8739","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","36","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","558","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","2451","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","617","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","2300","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","169","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","275","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","12","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","8666","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","10132","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2023","Total","General","0.1","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2023","Total","General","0.6","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","3.9","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","744","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","143","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","9","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","11","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","704","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","821","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2023","Total","General","15","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2024","Total","General","245","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","7.5","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2023","Total","General","3485","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2023","Total","General","4732","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2023","Total","General","772","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2023","Total","General","51911","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2023","Total","General","11846","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2023","Total","General","2494","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2024","Total","General","2.213","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2023","Total","General","2.89","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","6.6","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","99","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 1","Energy","2.1","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 1","General","2.1","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","Direct Emissions","34","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Total","General","2450","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2026","Scope 1","General","1","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 1","Energy","2","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2024","Scope 2","Energy","2024","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 2","General","100","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 2","Direct Emissions","71","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2030","Scope 3","General","15","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","2024","Scope 3","General","15","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Various Companies","Recent","Scope 3","Direct Emissions","15","tonnes CO2e","annualreport_Annual_Report_2024_1761268283694.pdf"
"Apple","2015","Total","General","60","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Total","General","60","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Scope 1","General","3","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2015","Total","General","2050","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2030","Total","General","75","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2015","Total","General","76","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","Energy","4","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2023","Scope 1","General","100","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2025","Total","Direct Emissions","100","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2015","Total","General","90","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Total","General","30000","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2030","Total","General","468","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Total","General","42","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2030","Total","General","2050","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Scope 2","General","2","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Scope 3","Transportation","3","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Scope 3","Purchased Goods","3","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Total","General","500000","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Scope 1","Direct Emissions","2","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2022","Scope 3","General","2","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2021","Scope 2","General","2","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2020","Total","General","5","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Scope 1","General","1","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Total","General","471400","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Total","General","167000","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Total","General","53000","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2021","Total","Direct Emissions","13","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2025","Total","General","9","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2030","Total","Direct Emissions","75","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Total","General","2","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","General","3300","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","General","117800","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","General","72000","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","General","187700","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","General","155400","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","General","34500","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","General","126800","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Scope 1","General","55200","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Scope 1","General","4.68","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Total","General","29.03","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Total","Energy","3","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Scope 3","General","35.73","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Scope 3","General","3","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2015","Scope 3","General","3","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2030","Total","Energy","100","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2030","Total","General","6","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Scope 1","General","2","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Total","Transportation","50","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2019","Total","General","33.4","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","Energy","41","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2025","Total","General","1700","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Total","Energy","18000","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","Energy","93000","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2023","Total","Energy","2","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2023","Total","Energy","21.8","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2023","Total","General","1","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2022","Total","General","8.5","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","Direct Emissions","40000","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","Waste","3.6","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","Direct Emissions","18700","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","Waste","22500","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","General","840","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","Waste","60","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","Direct Emissions","600000","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","Direct Emissions","3.6","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Total","Waste","350000","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","Transportation","33000","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","Waste","36000","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","2024","Total","Waste","1800","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
"Apple","Recent","Total","General","580000","tonnes CO2e","Apple_Environmental_Progress_Report_2025.pdf"
