"Company","Year","Scope","Category","Value","Unit","Source File"
"Various Companies","2024","Total","Waste","3","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Total","General","19313","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Total","General","6.6","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Total","General","7.2","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2024","Total","General","14","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2024","Total","General","28.4","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2024","Total","General","7171143","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Total","General","200000","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Total","General","0.91","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2024","Total","General","10","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2024","Total","Direct Emissions","91","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2024","Total","General","53","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Total","General","2","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Scope 1","General","55","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Total","General","222","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Scope 2","General","2","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Scope 1","General","2004","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2015","Scope 1","Energy","2","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2022","Scope 1","Direct Emissions","2","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Scope 1","Energy","1","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Scope 3","General","13","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Scope 3","General","2","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Total","General","80","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Scope 1","Energy","181","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Total","General","811","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Total","General","14392","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Total","General","42632","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Total","General","0.47","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Total","General","33612","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Total","General","9020","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Total","General","0.43","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Total","General","6.3","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Total","General","8.5","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2022","Scope 3","General","2030","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2018","Scope 1","General","2022","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2030","Scope 1","General","2040","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2023","Scope 1","General","34","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2026","Scope 1","General","2022","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2030","Scope 1","General","2030","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2022","Scope 1","General","2030","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2030","Scope 1","General","90","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2030","Scope 1","General","26","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2030","Scope 1","Energy","2030","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2025","Scope 1","General","2","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2024","Scope 1","General","2024","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2030","Scope 1","General","22030","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2023","Scope 1","General","2","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2024","Scope 1","General","16","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2023","Scope 1","General","2024","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2024","Scope 1","Energy","2024","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2015","Scope 1","Energy","2004","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2022","Scope 1","General","2022","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2015","Scope 2","Energy","2015","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2022","Scope 2","General","1","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2024","Scope 3","General","14","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2022","Scope 3","Energy","14","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2024","Scope 3","General","2022","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2030","Scope 3","General","2030","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2030","Scope 3","General","2040","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2023","Scope 3","General","2030","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2023","Scope 3","General","2023","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Scope 3","Direct Emissions","2011","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","2023","Scope 3","General","10","tonnes CO2e","heineken_n_v_annual_report_2024_final_20feb2025.pdf"
"Various Companies","Recent","Total","General","100","tonnes CO2e","HEMA_sustainability_report_2020.pdf"
"Various Companies","2019","Total","General","47","tonnes CO2e","HEMA_sustainability_report_2020.pdf"
"Various Companies","2020","Total","General","401","tonnes CO2e","HEMA_sustainability_report_2020.pdf"
"Various Companies","2020","Total","General","86","tonnes CO2e","HEMA_sustainability_report_2020.pdf"
"Various Companies","2023","Total","Waste","4","tonnes CO2e","impact-report-2023-final.pdf"
"Various Companies","2023","Total","General","20011","tonnes CO2e","impact-report-2023-final.pdf"
"Various Companies","2022","Total","General","12","tonnes CO2e","impact-report-2023-final.pdf"
"Various Companies","Recent","Total","General","3.1","tonnes CO2e","impact-report-2023-final.pdf"
"Various Companies","Recent","Total","Energy","2","tonnes CO2e","impact-report-2023-final.pdf"
"Various Companies","2023","Total","General","10913.01","tonnes CO2e","impact-report-2023-final.pdf"
"Various Companies","Recent","Scope 1","General","3","tonnes CO2e","impact-report-2023-final.pdf"
"Various Companies","Recent","Total","General","2","tonnes CO2e","impact-report-2023-final.pdf"
"Various Companies","Recent","Total","Waste","3","tonnes CO2e","impact-report-2023-final.pdf"
"Various Companies","Recent","Total","General","0.075","tonnes CO2e","impact-report-2023-final.pdf"
"Various Companies","2023","Total","Waste","92","tonnes CO2e","impact-report-2023-final.pdf"
"Various Companies","2023","Scope 1","General","10931.3","tonnes CO2e","impact-report-2023-final.pdf"
"Various Companies","2023","Total","Energy","0.075","kg CO2","impact-report-2023-final.pdf"
"Various Companies","2023","Scope 1","General","2","tonnes CO2e","impact-report-2023-final.pdf"
"Various Companies","Recent","Scope 1","General","2","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","2024","Total","Energy","5","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","Recent","Total","General","73","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","Recent","Scope 3","General","15","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","Recent","Total","Transportation","19","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","Recent","Total","General","2.4","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","Recent","Total","General","0.6","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","Recent","Total","General","3","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","Recent","Total","General","44.2","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","Recent","Scope 1","General","17","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","2022","Total","General","0.7","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","Recent","Total","General","4","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","Recent","Total","General","130","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","2022","Total","General","10","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","Recent","Total","General","2050","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","Recent","Total","General","5","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","Recent","Total","General","2","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","Recent","Scope 1","General","3","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","Recent","Total","General","1.6","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","Recent","Total","Transportation","0.4","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","2030","Scope 1","General","17","Mt","Impact-Report-2024.pdf"
"Various Companies","2022","Scope 3","Energy","13","tonnes CO2e","Impact-Report-2024.pdf"
"Various Companies","Recent","Scope 1","General","2","tonnes CO2e","Impactrapport-2024.pdf"
"Various Companies","Recent","Total","General","55","tonnes CO2e","Impactrapport-2024.pdf"
"Various Companies","Recent","Total","General","73","tonnes CO2e","Impactrapport-2024.pdf"
"Various Companies","Recent","Scope 3","General","15","tonnes CO2e","Impactrapport-2024.pdf"
"Various Companies","Recent","Scope 1","General","17","tonnes CO2e","Impactrapport-2024.pdf"
"Various Companies","2022","Total","General","96","tonnes CO2e","Impactrapport-2024.pdf"
"Various Companies","Recent","Total","General","32","tonnes CO2e","Impactrapport-2024.pdf"
"Various Companies","Recent","Total","General","36","tonnes CO2e","Impactrapport-2024.pdf"
"Various Companies","Recent","Scope 1","General","3","tonnes CO2e","Impactrapport-2024.pdf"
"Various Companies","2024","Total","General","14","tonnes CO2e","Impactrapport-2024.pdf"
"Various Companies","Recent","Total","General","1.6","tonnes CO2e","Impactrapport-2024.pdf"
"Various Companies","Recent","Total","Transportation","0.4","tonnes CO2e","Impactrapport-2024.pdf"
"Various Companies","2030","Scope 1","General","17","Mt","Impactrapport-2024.pdf"
"Various Companies","2023","Scope 3","General","13","tonnes CO2e","Impactrapport-2024.pdf"
"Various Companies","2023","Total","General","96","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Scope 1","Transportation","27","kt CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","67","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Total","General","63","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","19","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","1.8","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","15023","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","3584","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","5","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","11","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","1113","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","3817","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","36","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","1","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","6981","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","3278","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","3558","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","98","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","7302","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","40","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","88","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","14.4","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","Direct Emissions","85","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","495000","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","100","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","25","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Total","General","514.9","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","22","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Scope 1","Energy","2","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Scope 1","General","2","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Scope 1","General","1","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2030","Total","Energy","2050","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","13","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Scope 1","General","75","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Scope 1","General","18","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Scope 1","Direct Emissions","3","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Scope 1","Direct Emissions","15","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Scope 2","Direct Emissions","2","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Scope 1","General","3","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Scope 1","General","3","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","250","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","9","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","32","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","194","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","2","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","19.8","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","16","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","50.5","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","8","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","14.98","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","0.6","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","18.4","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","931552","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Total","General","12.4","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","961863","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","55.9","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","55","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Total","General","38.7","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Total","General","39.1","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","817266","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","90","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","846","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","8825","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","1.5","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","31","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Total","General","1.8","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","2144","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Total","General","26.7","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","2898","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Total","General","45.4","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Total","General","18.6","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","11653","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","13295","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","836869","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","5839","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Total","General","91.5","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","3","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","577","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Total","General","50","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","38","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","2856","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","236","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","969","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","1544","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","1030","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","77388","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","16849","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","1152","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","756","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","65","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","22","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","114.7","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","97.4","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","13060","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","14714","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","8003","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","8507","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","636","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Total","General","160","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Total","General","290","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","101645","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","23025","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","124670","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","50413","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","195","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","3","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","43","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","156","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","50","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","10952","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","98","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","3762","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","5085","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","1499","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","25","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","2044","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","3757","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","3274","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","1.106","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","1219","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","18561","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","1474","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","4","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","85","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2029","Total","General","768","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","781","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","1096","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","1870","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","907","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","385","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","11","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","0.8","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","729","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Total","General","316","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","1020545","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","975583","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","969236","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","923400","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","10992","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","2410","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Total","General","11458","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Total","General","1616","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","16690","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2024","Total","General","16817","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","98905","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Total","General","21193","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Total","General","15116","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Total","General","319","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","14513","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","15782","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","18008","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","Recent","Total","General","1048","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
"Various Companies","2023","Total","General","138","tonnes CO2e","ing_Annual_Report_2024_1761270292451.pdf"
